id,bug.id,treatment,temp.avg,temp.var,hs.treat,date.died,date.hatch,date.ovp,time.ovp,num.ovp,date.3,mass.3,date.4,mass.4,date.5,mass.5,date.hs,time.in.hs,time.out.hs,date.em,instar.em,bled.em,mass.48em,num.em,num.coc,num.coc.late,num.coc.tot,num.fail.spin,num.fail.spin.late,num.fail.spin.tot,date.em.late,late.em,num.unem,load,date.postem.1,fed.postem.1,num.frass.postem.1,date.postem.2,fed.postem.2,num.frass.postem.2,date.postem.3,fed.postem.3,num.frass.postem.3,date.postem.4,fed.postem.4,num.frass.postem.4,date.postem.5,fed.postem.5,num.frass.postem.5,date.postem.6,fed.postem.6,num.frass.postem.6,date.postem.7,fed.postem.7,num.frass.postem.7,mass.postem.end,date.ecl,num.ecl,date.ecl.late,num.ecl.late,tot.ecl,live.fem,live.fem.late,live.male,live.unk,live.male.late,tot.dead,tot.dead.norm,tot.dead.late,dead.fem,dead.fem.late,dead.male,dead.male.late,dead.ad.unk,dead.ad.unk.late,dead.larv,dead.larv.late,dead.epup,dead.epup.late,dead.mpup.tot,dead.mpup.unk,dead.mpup.f,dead.mpup.m,dead.mpup.tot.late,dead.mpup.unk.late,dead.mpup.f.late,dead.mpup.m.late,dead.lpup.tot,dead.lpup.unk,dead.lpup.f,dead.lpup.m,dead.lpup.tot.late,dead.lpup.unk.late,dead.lpup.f.late,dead.lpup.m.late,wand,gen.notes,diss.notes,,,,,,,,,,,,,
124,,para,28,10,hs.4,,3/30/18,4/3/18,7:16,1,4/3/18,34.55,,,,,,,,,,,,0.00,,,0,,,0,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,
125,,para,28,10,hs.5,4/9/18,3/30/18,4/3/18,7:13,1,4/3/18,39.74,4/7/18,95.51,,,,,,,,,,0.00,,,0,,,0,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,
126,,para,28,0,hs.4,,3/30/18,4/3/18,8:50,1,4/3/18,61.11,4/6/18,209.31,4/10/18,1163.86,4/7/18,7:31,8:39,4/13/18,5,0,2208.16,48.00,44,,44,4,,4,,,,48.00,4/14/18,0,0,4/15/18,0,1,4/16/18,0,0,4/17/18,1,6,4/18/18,1,4,4/19/18,1,4,4/20/18,1,5,2072.51,4/18/18,42,,0,42,9,,33,,,2,2,0,,,1,,,,,,,,1,1,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,
127,,para,28,0,hs.5,,3/30/18,4/3/18,9:01,1,4/3/18,71.96,4/7/18,306.52,4/11/18,1729.21,4/12/18,7:30,8:39,4/15/18,5,0,3201.18,47.00,43,,43,4,,4,,,,47.00,4/16/18,1,0,4/17/18,1,4,4/18/18,1,2,4/19/18,1,4,4/20/18,0,2,4/21/18,1,4,4/22/18,1,6,3220.04,4/19/18,43,,0,43,18,,25,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,
128,,para,28,0,0,,3/30/18,4/3/18,8:26,2,4/3/18,73.46,4/6/18,277.96,4/10/18,2057.69,,,,4/13/18,5,0,3551.62,99.00,96,,96,3,,3,,,,99.00,4/14/18,1,0,4/15/18,0,0,4/16/18,1,0,4/17/18,1,1,4/18/18,1,3,4/19/18,0,0,4/20/18,0,3,3115.14,4/18/18,91,,0,91,47,,44,,,5,5,0,,,2,,,,,,1,,0,,,,0,,,,2,,1,1,0,,,,,,,,,,,,,,,,,,,
129,,para,28,0,hs.4,,3/30/18,4/3/18,8:51,1,4/3/18,52.25,4/7/18,286.3,4/11/18,1627.99,4/8/18,7:31,8:38,4/15/18,5,0,3161.81,78.00,70,,70,8,,8,,,,78.00,4/16/18,1,0,4/17/18,1,2,4/18/18,1,2,4/19/18,1,2,4/20/18,0,5,4/21/18,1,1,4/22/18,1,3,3098.27,4/19/18,62,,0,62,2,,60,,,7,7,0,,,1,,,,,,3,,0,,,,0,,,,3,3,,,0,,,,,,,,,,,,,,,,,,,
130,,para,28,0,0,,3/30/18,4/3/18,9:02,1,4/3/18,72.6,4/7/18,213.6,,,,,,4/13/18,4,0,749.56,8.00,8,,8,0,,0,,,,8.00,4/14/18,0,0,4/15/18,0,0,4/16/18,0,1,4/17/18,0,0,4/18/18,0,0,4/19/18,0,0,4/20/18,0,0,675.82,4/17/18,6,,0,6,0,,6,,,2,2,0,1,,1,,,,,,,,0,,,,0,,,,0,,,,0,,,,,"on 4/20/18, bug was prepared to molt into 5th instar (really tight headcap).",,,,,,,,,,,,,,
131,,para,28,0,0,,3/30/18,4/3/18,8:28,2,4/3/18,37.64,4/6/18,132.16,4/10/18,1235.85,,,,4/13/18,5,0,2687.4,149.00,145,,145,4,,4,,,,149.00,4/14/18,0,0,4/15/18,0,0,4/16/18,1,2,4/17/18,1,2,4/18/18,0,1,4/19/18,1,4,4/20/18,0,1,2555.14,4/19/18,9,,0,9,1,,8,,,136,136,0,18,,112,,,,,,,,1,,,1,0,,,,5,,,5,0,,,,,"listed as 2 ovp, first one was short so likely just one ovp.",,,,,,,,,,,,,,
132,,para,28,10,0,,3/31/18,4/3/18,12:20,1,4/3/18,37.8,4/8/18,193.82,4/12/18,823.76,,,,4/16/18,5,0,778.63,19.00,16,1,17,2,0,2,4/19/18,1,,20.00,,,,4/18/18,0,1,,,,,,,,,,,,,,,,692.12,4/23/18,12,,0,12,5,0,7,,0,5,4,1,,,1,,,,3,,,1,0,,,,0,,,,0,,,,0,,,,,"bug died on 4/19/18, 4 days before culling. found extra cocoon on 4/19/18. Extra cocoon failed to eclose; froze on 5/9/18.","1 larvae at d4, 1 at d2, 1 at d1, 1 aat adult hood was male.",,,,,,,,,,,,,
133,,para,28,10,hs.4,4/11/18,3/31/18,4/3/18,12:29,2,4/3/18,32.43,4/9/18,74.64,,,4/10/18,7:27,8:39,,,,,0.00,,,0,,,0,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,removed cuticle from last prolegs during 3rd-4th molt,,,,,,,,,,,,,,
134,,para,28,10,hs.5,,3/31/18,4/3/18,12:39,1,4/3/18,41.73,4/7/18,242.24,4/10/18,568.81,4/11/18,7:29,8:38,4/17/18,5,0,2002.32,63.00,54,2,56,4,3,7,4/21/18,1,27,91.00,4/18/18,0,2,4/19/18,1,0,4/20/18,0,1,4/21/18,1,2,4/22/18,1,0,4/23/18,0,2,4/24/18,0,0,1776.1,4/23/18,20,4/27/18,1,21,6,1,14,,0,35,34,1,5,,16,1,,,7,,3,,1,,1,,0,,,,2,,,2,0,,,,,"removed cuticle from 4-5th prolegs after the molt to 5th. 1 day after coc removal, 1 cocoon and 1 fail.spin. coc set up as 134 late. found 1 cocoon and one no spin on 4/21/18. bug mass=1880.43. found 1 fail.spin on 4/22/18. 4/24/18, bug had developed a head cap preparing to molt into 6th instar. Late emerge cocoon failed to eclose, and frozen on 5/10/18.","3 early 2nds, others late 2nds",,,,,,,,,,,,,
136,,para,28,10,hs.4,,3/30/18,4/3/18,12:31,1,4/3/18,60.48,4/7/18,242.44,,,4/8/18,7:31,8:38,4/19/18,4,0,682.18,5.00,3,,3,2,,2,,,,5.00,4/20/18,0,0,4/21/18,0,0,,,,,,,,,,,,,,,,682.18,4/26/18,1,,0,1,1,,0,,,2,2,0,,,,,,,1,,,,0,,,,0,,,,1,,1,,0,,,,,removed cuticle from last prolegs. bug died before cocoons were counted.,,,,,,,,,,,,,,
137,,para,28,10,hs.5,,3/30/18,4/3/18,12:40,1,4/3/18,64.46,4/7/18,290.55,4/11/18,1022.09,4/12/18,7:30,8:39,4/17/18,5,0,2780.54,79.00,70,,70,9,,9,,,15,94.00,4/18/18,0,0,4/19/18,1,2,4/20/18,1,2,4/21/18,1,6,4/22/18,1,7,4/23/18,1,6,4/24/18,1,4,3097.75,4/23/18,20,,0,20,4,,16,,,50,50,0,,,1,,,,23,,8,,10,,3,7,0,,,,8,,2,6,0,,,,,,all late 2nds,,,,,,,,,,,,,
138,,para,28,10,0,,3/30/18,4/3/18,12:23,2,4/3/18,40.34,4/8/18,120.89,4/13/18,773.19,,,,4/18/18,5,0,2242.19,100.00,86,2,88,12,0,12,4/21/18,1,11,112.00,4/19/18,0,0,4/20/18,1,0,4/21/18,1,0,4/22/18,1,1,4/23/18,1,2,4/24/18,1,2,4/25/18,1,3,1750.7,4/24/18,63,,0,63,7,,56,,,2,0,2,,,,,,,,2,,,0,,,,0,,,,0,,,,0,,,,,"listed as 2 ovp, first one was short so likely just one ovp. found 2 extra cocoons 4/21/18, bug mass=1710.90. Extra cocoons failed to eclose; froze 5/11/18.",all late 2nds,,,,,,,,,,,,,
140,,para,28,10,hs.5,,3/30/18,4/3/18,12:45,2,4/3/18,38.54,4/6/18,140.35,4/10/18,771.24,4/11/18,7:29,8:38,4/16/18,5,0,25149.96,49.00,41,2,43,6,0,6,4/19/18,1,55,105.00,,,,4/18/18,0,0,4/19/18,0,0,4/20/18,1,1,4/21/18,0,0,4/22/18,0,0,4/23/18,1,2,2247.47,4/22/18,25,,0,25,10,0,15,,0,18,18,0,7,,7,,,,2,,,,0,,,,0,,,,2,,2,,0,,,,,"listed as 2 ovp, first one was short so likely just one ovp. found 2 extra cocoons 4/19/18. bugs mass = 2461.99. Late cocoons failed to eclose; froze on 5/9/18.","2 early 2nds, the others late 2nds",,,,,,,,,,,,,
142,,para,28,10,hs.4,,3/30/18,4/3/18,12:34,1,4/3/18,67.67,4/7/18,278.43,4/11/18,952.25,4/8/18,7:31,8:38,4/16/18,5,0,2516,43.00,38,2,40,3,0,3,4/19/18,1,14,58.00,,,,4/18/18,0,0,4/19/18,1,0,4/20/18,1,3,4/21/18,1,6,4/22/18,1,7,4/23/18,1,7,2895.98,4/22/18,6,4/24/18,2,8,0,0,6,,2,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,removed cuticle from all prolegs after molt to 5th. found 2 extra cocoons 4/19/18. bugs mass = 2531.48,all late 2nds ,,,,,,,,,,,,,
143,,para,28,10,hs.5,,3/30/18,4/3/18,12:47,1,4/3/18,63.21,4/8/18,229.31,4/12/18,780.48,4/13/18,7:33,8:36,4/18/18,5,1,2372.21,27.00,20,1,21,5,1,6,4/21/18,,36,63.00,4/19/18,1,0,4/20/18,1,1,4/21/18,1,4,4/22/18,1,2,4/23/18,1,3,4/24/18,1,4,4/25/18,1,7,2852.61,4/24/18,8,,0,8,3,,5,,,1,0,1,,,,,,,,1,,,0,,,,0,,,,0,,,,0,,,,,"removed cuticle from 5th prolegs after molt to 4th--horn damaged, bled. removed cuticle from 5th prolegs after molt to 5th. found 1 cocoon and 1 no spin 4/21/18 bug mass=2444.84. Extra cocoon failed to eclose; froze on 5/11/18.","1 larvae at d5, 5 at d2, 1 at d1, 1 at d3, 2 at d4,  1 was nearly fully formed and was male, 1 was nearly fully formed female.","1 early 2nd, rest of wasp larvae late 2nds",,,,,,,,,,,,
144,,para,28,10,0,,3/30/18,4/3/18,12:26,1,4/3/18,45.31,4/6/18,198.11,4/10/18,1036.58,,,,4/16/18,5,0,2577.41,40.00,32,,32,8,,8,,,16,56.00,,,,4/18/18,0,2,4/19/18,0,0,4/20/18,0,1,4/21/18,0,0,4/22/18,0,1,4/23/18,0,3,2390.21,4/22/18,19,,0,19,11,,8,,,13,13,0,6,,2,,,,3,,,,0,,,,0,,,,2,,1,1,0,,,,,,all late 2nds ,,,,,,,,,,,,,
145,,para,28,10,hs.4,,3/30/18,4/3/18,12:36,1,4/3/18,41.33,4/8/18,157.23,4/13/18,650.1,4/9/18,7:31,8:36,4/19/18,5,0,1094.76,24.00,14,1,15,6,3,9,4/22/18,1,,25.00,4/20/18,1,0,4/21/18,0,0,4/22/18,0,1,4/23/18,0,0,4/24/18,1,1,4/25/18,1,1,4/26/18,1,0,753.65,4/26/18,4,,0,4,2,,2,,,11,10,1,1,,2,,,,2,1,1,,2,,,2,0,,,,2,,,2,0,,,,,"removed cuticle from 5th prolegs after molt to 4th. 1 day after coc removal, 3 wasp larvae em. @ least 1 looks like it's trying to spin, put in cup lableled 145 late, coc ? Late cocoons failed to eclose; froze on 5/14/18",,,,,,,,,,,,,,
146,,para,28,10,hs.5,,3/30/18,4/3/18,12:49,1,4/3/18,57.99,4/7/18,290.3,4/11/18,912.18,4/12/18,7:30,8:39,4/17/18,5,0,1488.35,2.00,2,,2,0,,0,,,4,6.00,4/18/18,0,1,4/19/18,1,0,4/20/18,0,1,4/21/18,0,0,4/22/18,1,2,4/23/18,0,0,4/24/18,1,1,1380.56,4/23/18,2,,0,2,2,,0,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,all late 2nds,,,,,,,,,,,,,
147,,para,28,10,0,4/6/18,3/30/18,4/3/18,12:27,2,4/3/18,36.14,,,,,,,,,,,,0.00,,,0,,,0,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,"listed as 2 ovp, first one was short so likely just one ovp.",,,,,,,,,,,,,,
148,,para,28,10,hs.4,,3/30/18,4/3/18,12:37,1,4/3/18,50.31,4/8/18,256.9,4/14/18,1309.84,4/9/18,7:31,8:36,4/19/18,5,0,2373.74,17.00,16,,16,1,,1,,,8,25.00,4/20/18,1,0,4/21/18,1,2,4/22/18,1,10,4/23/18,1,11,4/24/18,1,13,4/25/18,1,3,4/26/18,1,3,2701.45,4/25/18,14,,0,14,8,,6,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,all late 2nds,,,,,,,,,,,,,
149,,para,28,10,hs.5,,3/30/18,4/3/18,12:50,1,4/3/18,27.42,4/8/18,198.63,4/10/18,518.21,4/11/18,7:29,8:38,4/16/18,5,0,2062.47,84.00,66,,66,18,,18,,,16,100.00,,,,4/18/18,0,0,4/19/18,0,0,4/20/18,1,1,4/21/18,0,0,4/22/18,0,0,4/23/18,1,2,1751.53,4/22/18,49,,0,49,14,,35,,,17,17,0,,,3,,,,4,,4,,2,,,2,0,,,,4,,,4,0,,,,,,all late 2nds,,,,,,,,,,,,,
150,,para,28,0,0,,3/30/18,4/4/18,6:48,2,4/4/18,31.03,4/7/18,125.25,4/11/18,959.84,,,,4/15/18,5,0,2190.79,93.00,53,,53,40,,40,,,,93.00,4/16/18,0,0,4/17/18,1,1,4/18/18,1,1,4/19/18,0,0,4/20/18,1,4,4/21/18,1,2,4/22/18,1,2,1910.81,4/19/18,47,,0,47,24,,23,,,6,6,0,,,2,,,,1,,,,1,,,1,0,,,,2,,1,1,0,,,,,"listed as 2 ovp, first one was short so likely just one ovp. Removed cuticle from last pro legs during 3rd-4th molt. dead.lpup.m: 1  dead.lpup.f: 1   dead.mpup.m: 1",,,,,,,,,,,,,,
151,,para,28,0,hs.4,,3/31/18,4/4/18,6:54,2,4/4/18,65.98,4/8/18,331.44,4/11/18,1375.43,4/9/18,7:31,8:36,4/15/18,5,0,3268.49,74.00,58,,58,16,,16,,,,74.00,4/16/18,0,1,4/17/18,1,0,4/18/18,1,3,4/19/18,0,1,4/20/18,1,6,4/21/18,1,2,4/22/18,1,5,3099.98,4/20/18,48,,0,48,8,,40,,,10,10,0,,,1,,,,1,,6,,0,,,,0,,,,2,,,2,0,,,,,"listed as 2 ovp, first one was short so likely just one ovp.",,,,,,,,,,,,,,
152,,para,28,0,0,,3/31/18,4/4/18,7:02,1,4/4/18,68.75,4/8/18,327.42,,,,,,4/13/18,4,0,1153.54,42.00,42,,42,0,,0,,,,42.00,4/14/18,0,0,4/15/18,0,0,4/16/18,0,0,4/17/18,0,2,4/18/18,0,3,4/19/18,0,0,4/20/18,0,3,1037.4,4/18/18,42,,0,42,1,,41,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,
153,,para,28,0,0,,3/31/18,4/4/18,6:50,2,4/4/18,65.53,4/8/18,266.47,,,,,,4/13/18,4,1,1314.23,76.00,58,,58,18,,18,,,,76.00,4/14/18,0,0,4/15/18,0,0,4/16/18,0,0,4/17/18,1,2,4/18/18,0,1,4/19/18,0,2,4/20/18,0,2,960.37,4/18/18,46,,0,46,11,,35,,,12,12,0,1,,3,,,,,,6,,0,,,,0,,,,2,2,,,0,,,,,"listed as 2 ovp, first one was short so likely just one ovp.",,,,,,,,,,,,,,
154,,para,28,0,hs.4,4/9/18,3/31/18,4/4/18,6:55,1,4/4/18,61.74,4/8/18,135.44,,,,,,,,,,0.00,,,0,,,0,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,
155,,para,28,0,hs.5,,3/31/18,4/4/18,6:59,1,4/4/18,61.9,4/6/18,231.65,4/9/18,1901.01,4/10/18,7:27,8:39,,,,,0.00,,,0,,,0,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,wandered 4/13/18. Mass: 9354.22,,,,,,,,,,,,,,
156,,para,28,0,0,,3/31/18,4/4/18,6:52,1,4/4/18,76.56,4/7/18,244.09,4/11/18,1494.97,,,,4/15/18,5,0,2971.77,85.00,74,,74,11,,11,,,,85.00,4/16/18,1,1,4/17/18,1,2,4/18/18,1,2,4/19/18,1,1,4/20/18,1,2,4/21/18,1,3,4/22/18,1,2,2776.74,4/19/18,65,,0,65,18,,47,,,9,9,0,,,3,,,,,,4,,1,,,1,0,,,,1,,,1,0,,,,,,,,,,,,,,,,,,,
157,,para,28,10,0,4/6/18,3/29/18,4/4/18,6:40,1,4/4/18,21.51,,,,,,,,,,,,0.00,,,0,,,0,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,
158,,para,28,10,0,4/6/18,3/31/18,4/4/18,6:42,2,4/4/18,20.18,,,,,,,,,,,,0.00,,,0,,,0,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,"listed as 2 ovp, first one was short so likely just one ovp.",,,,,,,,,,,,,,
159,,para,28,10,hs.4,4/22/18,3/31/18,4/4/18,6:45,3,4/4/18,32.16,4/9/18,71.55,4/13/18,408.16,4/10/18,7:27,8:39,,,,,0.00,,,0,,,0,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,removed cuticle from last prolegs during 3rd-4th molt. molted to 6th 4/18/18. Mass: 1947.96. removed cuticle from 4-5th prolegs after molt to 6th,,,,,,,,,,,,,,
160,,para,28,10,0,,3/30/18,4/4/18,6:43,1,4/4/18,69.01,4/8/18,99.89,4/13/18,477.14,,,,4/22/18,5,0,895.34,30.00,9,,9,21,,21,,,56,86.00,4/23/18,0,0,4/24/18,0,0,,,,,,,,,,,,,,,,895.34,4/29/18,4,,0,4,0,,4,,,5,5,0,,,,,,,4,,1,,0,,,,0,,,,0,,,,0,,,,,"removed cuticle from 3rd-5th prolegs and head capsule after molt to 5th. 4/24/18, bug died 2 days post em.",all late 2nds,,,,,,,,,,,,,
161,,para,28,10,hs.5,4/12/18,3/30/18,4/4/18,6:46,1,4/4/18,44.7,,,,,,,,,,,,0.00,,,0,,,0,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,"died during molt to 4th, failed to shed head capsule and cuticle over prolegs",,,,,,,,,,,,,,
162,,para,28,10,hs.4,,3/31/18,4/4/18,11:41,1,4/4/18,74.44,4/8/18,310.43,4/13/18,1875.66,4/9/18,7:31,8:36,4/18/18,5,0,3996.03,72.00,54,,54,18,,18,,,24,96.00,4/19/18,1,0,4/20/18,0,0,4/21/18,1,0,4/22/18,1,3,4/23/18,0,1,4/24/18,0,0,4/25/18,1,1,3724.31,4/24/18,40,,0,40,18,,22,,,14,14,0,1,,3,,,,3,,2,,0,,,,0,,,,5,,1,4,0,,,,,"listed as 2 ovp, first one was short so likely just one ovp. removed cuticle from 4-5th prolegs after molt to 5th",all late 2nds,,,,,,,,,,,,,
163,,para,28,10,hs.4,,3/31/18,4/4/18,11:43,1,4/4/18,56.78,4/8/18,234.29,4/12/18,1118.87,4/9/18,7:31,8:36,4/18/18,5,0,3458.22,125.00,71,2,73,51,1,52,4/21/18,1,70,196.00,4/19/18,0,0,4/20/18,0,0,4/21/18,0,2,4/22/18,1,1,4/23/18,1,1,4/24/18,1,2,4/25/18,1,3,3359.71,4/24/18,36,,1,37,20,1,16,,0,36,35,1,4,,4,,,,9,,10,1,1,,1,,0,,,,7,,4,3,0,,,,,found 2 extra cocoons and 1 no spin on 4/21/18. bug mass=3300.21,"2 early 2nds, all others late 2nds",,,,,,,,,,,,,
164,,para,28,10,hs.4,,3/31/18,4/4/18,11:44,2,4/4/18,47.2,4/8/18,157.06,4/13/18,948.92,4/9/18,7:31,8:36,4/17/18,5,0,2012.56,50.00,47,0,47,2,1,3,4/20/18,1,7,58.00,4/18/18,0,0,4/19/18,0,0,4/20/18,1,2,4/21/18,1,0,4/22/18,1,4,4/23/18,0,3,4/24/18,1,2,2040.51,4/23/18,26,4/26/18,0,26,7,,19,,,21,21,0,9,,7,,,,3,,1,,0,,,,0,,,,1,,1,,0,,,,,"listed as 2 ovp, first one was short so likely just one ovp. 1 day after coc removal, 1 fail.spin.",all late 2nds,,,,,,,,,,,,,
165,,para,28,10,hs.4,,3/31/18,4/4/18,11:46,1,4/4/18,40.89,4/8/18,229.47,4/11/18,593.82,4/9/18,7:31,8:36,4/17/18,5,1,,41.00,28,3,31,10,0,10,4/20/18,1,16,58.00,4/18/18,0,0,4/19/18,0,0,4/20/18,1,1,4/21/18,0,0,4/22/18,0,1,4/23/18,0,0,4/24/18,1,4,1304.52,4/23/18,14,4/25/18,1,15,0,0,14,,1,16,14,2,,,9,,,,,,2,,0,,,,0,,,,3,,,3,2,,,2,,"1 day after cocoon removal, 3 cocoons. set up in a cup labeled 165 late","1 early 2nd, all others late 2nds",,,,,,,,,,,,,
166,,para,28,10,hs.5,,3/31/18,4/4/18,11:51,2,4/4/18,63.13,4/8/18,224.91,4/13/18,1375.5,,,,4/18/18,5,0,2967.92,93.00,75,1,76,17,0,17,4/21/18,1,30,124.00,4/19/18,0,0,4/20/18,0,0,4/21/18,0,0,4/22/18,0,0,4/23/18,1,1,4/24/18,0,1,4/25/18,1,1,2706.07,4/24/18,56,5/1/18,1,57,9,1,47,,0,19,19,0,1,0,10,0,,0,3,0,1,0,0,,,,0,,,,4,,2,2,0,,,,,found 1 extra cocoon on 4/21/18. bug mass 2892.94,all late 2nds,,,,,,,,,,,,,
167,,para,28,10,0,,3/31/18,4/4/18,11:56,2,4/4/18,45.11,,,,,,,,,,,,0.00,,,0,,,0,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,
168,,para,28,10,hs.4,,3/31/18,4/4/18,11:48,1,4/4/18,44.43,4/8/18,360.35,4/11/18,976.47,4/9/18,7:31,8:36,4/17/18,5,0,3053.87,64.00,54,2,56,7,1,8,4/21/18,1,30,95.00,4/18/18,1,1,4/19/18,1,0,4/20/18,0,3,4/21/18,0,0,4/22/18,1,1,4/23/18,0,0,4/24/18,1,2,2667.95,4/23/18,21,4/25/18,2,23,18,1,3,,1,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,"1 day after cocoon removal, 1 cocoon and 1 fail.spin. cocoon put in cup labeled 168 late. found 1 cocoon on 4/21/18. bug mass=2840.21",all late 2nds,,,,,,,,,,,,,
169,,para,28,10,hs.5,,3/31/18,4/4/18,11:54,1,4/4/18,50.15,4/8/18,212.72,4/15/18,467.61,4/16/18,7:30,8:39,4/21/18,5,0,1817.3,60.00,54,,54,6,,6,,,7,67.00,,,,4/23/18,0,1,4/24/18,1,2,4/25/18,1,2,4/26/18,1,2,4/27/18,1,6,4/28/18,0,3,1984.27,4/27/18,38,,0,38,6,,32,,,16,16,0,1,,2,,,,7,,3,,2,,,2,0,,,,1,,1,,0,,,,,,all late 2nds,,,,,,,,,,,,,
170,,para,28,10,0,,3/31/18,4/4/18,11:59,1,4/4/18,60.85,4/8/18,323.05,4/12/18,1803.81,,,,,,,,0.00,,,0,,,0,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,"removed cuticle from 4-5th prolegs after molt to 5th. wandered 4/16/18, mass=11441.67. discarded.",,,,,,,,,,,,,,
171,,para,28,10,hs.4,,3/31/18,4/4/18,11:49,1,4/4/18,71.46,4/8/18,324.11,4/14/18,1988.03,4/9/18,7:31,8:36,4/19/18,5,0,4019.64,91.00,71,,71,20,,20,,,22,113.00,4/20/18,0,0,4/21/18,0,0,4/22/18,1,0,4/23/18,1,2,4/24/18,0,1,4/25/18,0,0,4/26/18,1,1,3673.09,4/25/18,55,,0,55,41,,14,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,removed cuticle from 4-5th prolegs after molt to 5th,"1 early 2nd, all others late 2nds",,,,,,,,,,,,,
173,,para,28,10,0,,3/31/18,4/4/18,12:00,1,4/4/18,55.49,4/9/18,199.19,4/14/18,723.45,,,,4/20/18,5,0,2014.68,76.00,51,,51,25,,25,,,31,107.00,4/21/18,0,0,4/22/18,0,1,4/23/18,0,4,4/24/18,1,2,4/25/18,1,3,4/26/18,1,3,4/27/18,1,6,1739.28,4/26/18,40,,0,40,0,,40,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,"removed cuticle from 5th prolegs after molt to 5th. cocoons and weight done on 4/23/18, 1 day after was supposed to be. this bug and #220 fell out of the freezer and may be mixed up.","1 first, 2 early 2nds, all others late 2nds",,,,,,,,,,,,,
174,,para,28,0,hs.4,,4/2/18,4/5/18,6:06,1,4/5/18,52.2,4/8/18,171.14,4/13/18,683.12,4/9/18,7:31,8:36,4/15/18,5,0,534.37,11.00,10,,10,1,,1,,,,11.00,4/16/18,0,0,4/17/18,0,0,4/18/18,0,2,4/19/18,0,1,4/20/18,0,0,4/21/18,0,1,4/22/18,1,3,483.39,4/20/18,9,,0,9,3,,6,,,1,1,0,,,,,,,,,1,,0,,,,0,,,,0,,,,0,,,,,removed cuticle from 5th prolegs after molt to 5th,,,,,,,,,,,,,,
175,,para,28,0,0,,4/2/18,4/5/18,6:03,1,4/5/18,43.15,4/8/18,194.93,,,,,,4/15/18,4,0,496.22,6.00,6,,6,0,,0,,,,6.00,4/16/18,1,2,4/17/18,1,2,4/18/18,0,0,4/19/18,1,2,4/20/18,0,0,4/21/18,1,4,4/22/18,1,7,556.89,4/20/18,6,,0,6,0,,6,,,0,0,0,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,
